Tornado ID,Date/Time,Latitude,Longitude,Nearest town,State,Duration,Max speed (km/h),Fujita scale,Comments,
71,1903-10-11 06:00:00,-33.1333,148.1833,PARKES,NSW,0,63,0," MANY BUILDINGS DAMAGED, TREES BROKEN, IRON BLOWN ABOUT",
72,1903-12-20 14:00:00,-31.3667,150.1500,COOLANBILLA (COOLUMBILLA ?),NSW,0,63,0, WAGONS SHIFTED 8-10 FEET,
73,1904-10-19 05:00:00,-30.3167,145.5000,CLOVER CREEK,NSW,0,63,0," UNROOFED HOUSES, UPROOTS TREES, HAIL NO SIZE GIVEN",
74,1904-12-18 14:00:00,-28.3167,153.4333,CONDONG,NSW,0,63,0," BUILDINGS UNROOFED, CARRIED IRON 150 METRES, TERRIFIC FALLS",
75,1904-12-23 14:00:00,-29.8667,152.4500,DALMORTON,NSW,0,63,0," DAMAGE PATH 60 MILES LONG- 1 MILE WIDE, BLDNGS UNROOFED, LARGE TREES DOWN, LARGE HAIL NO SIZE GIVEN",
76,1905-01-20 14:00:00,-29.8667,150.5667,BINGARA,NSW,0,63,0," TREES UPROOTED, TIMBER STREWN ON ROADS",
77,1906-01-05 14:00:00,-30.3167,151.5333,BOOROLONG,NSW,0,63,0," DAMAGE PATH MILES LONG - ONLY 10 YARDS WIDE IN SOME PLACES,   LIFTED OFF GROUND SEVERAL TIMES",
78,1906-01-24 14:00:00,-29.2333,146.9167,WEILMORINGLE,NSW,0,63,0," STORE BLOWN DOWN, DAMAGE TO BUILDINGS",
79,1906-03-27 01:50:00,-33.8834,151.2167,NORTH SYDNEY,NSW,0,63,0, TORNADO,
80,1906-09-10 14:00:00,-30.0833,145.9334,BOURKE,NSW,0,63,0," BLOW DOWN PART OF HOTEL, DAMAGE HOUSES",
81,1906-11-27 14:00:00,-31.1667,146.1333,KERGUNYAH,NSW,0,63,0," DAMAGE PATH 0.5 MILE WIDE, 11 BLDGS UNROOFED, LARGE GUMS UPROOTED,A WOOLSHED WRECKED,ROOF IRON 1 MIL",
82,1907-12-15 03:45:00,-32.9334,151.7667,MAYFIELD,NSW,0,63,0," HOUSES UNROOFED, TREES DOWN",
83,1908-01-15 14:00:00,-33.8167,149.6000,MOUNT DAVID,NSW,0,63,0, TORNADO,
84,1908-02-29 14:00:00,-33.6000,150.7500,RICHMOND,NSW,0,63,0," POSSIBLE TORNADO, 2.5 CM HAIL LASTED 9 MIN - 13MM, CROPS AND TREES  DAMAGED",
85,1908-09-19 09:15:00,-36.0833,146.9334,ALBURY,NSW,0,63,0," LASTED FEW MINUTES, WRECKED GRANDSTAND",
86,1909-01-02 14:00:00,-33.1000,146.6500,BROTHERONY STN (CONDOBOLIN),NSW,0,63,0," ON BORDER WITH RIVERINA, UNROOFED BUILDINGS UPROOTED TREES, CIRCULAR WILLY WILLIES",
87,1910-01-19 14:00:00,-29.5500,148.5833,COLLARENEBRI,NSW,0,63,0," ROOFS OFF SHEDS AND VERANDAHS, 30 MM/0.5 HR, ON BORDER OF UW/NWP",
88,1910-01-21 00:00:00,-29.8167,149.5667,MILLIE/GORAH/GLENROY,NSW,0,63,0," DESTROYED BLDGS,TORE UP TREES, 69MM/40 MIN",
89,1910-01-27 14:00:00,-29.9667,146.8667,BREWARRINA,NSW,0,63,0," DAMAGE PATH 0.5-2 MILE WIDE IN ZIG ZAG TRAIL, HAIL HEN EGG SIZE AND JAGGED, DESTROYED MANY HOMES",
90,1910-11-04 14:00:00,-30.9167,142.9334,GEMVILLE (WHITE CLIFFS),NSW,0,63,0," DAMAGE TRAIL THRU SCRUB, WIND IN KNOTS - ESTIMATED, HAIL STRIPPED GROUND BARE",
91,1910-12-14 14:00:00,-34.4667,149.4833,KIALLA (CROOKWELL),NSW,0,63,0," DAY NOT GIVEN ONLY MIDDLE DECEMBER, MUCH DAMAGE, LOOKED LIKE WATERSPOUT",
92,1911-09-29 00:20:00,-33.2833,148.7333,CUDAL,NSW,0,63,0," TORNADO SEEN - MOVED FOR SOME DISTANCE, TREES UPROOTED, DAMAGE PATH 300 YDS LONG",
93,1911-12-29 14:00:00,-32.9167,147.7000,TRUNDLE,NSW,0,63,0, MANY TREES AND FENCES DOWN,
94,1912-08-26 07:45:00,-33.9000,148.1667,GRENFELL,NSW,0,63,0," HOUSES UNROOFED, TREES UPROOTED, CHIMNEYS AND VERANDAHS BLOWN DOWN",
95,1912-11-21 01:00:00,-28.9167,153.5000,PIMLICO,NSW,0,63,0," 200-300' HIGH & 4' WIDE FUNNEL INTO DARK CLOUD, ROAR HEARD 8 MILES  AWAY",
96,1913-01-11 14:00:00,-31.5667,143.3667,WILCANNIA,NSW,0,63,0, POSSIBLE TORNADO BUT DATE MAY BE WRONG COULD BE 12/11/1913,
97,1913-01-27 14:00:00,-33.6000,148.4000,GOOLAGONG,NSW,0,63,0," TREES OVERTHROWN, BRANCHES RIPPED OFF",
98,1913-01-28 14:00:00,-33.0833,147.1500,CONDOBOLIN,NSW,0,63,0, SHEDS AND FENCES DAMAGED,
99,1913-11-11 14:00:00,-33.7167,149.2167,BLAYNEY (OCCURRED AT NEVILLE),NSW,0,63,0," ALL TREES AND BUILDINGS IN ITS PATH WERE DESTROYED, NEVILLE IS 15 KMFROM BLAYNEY",
100,1913-11-11 14:00:00,-33.8167,151.0167,PARRAMATTA,NSW,0,63,0, TORNADO,
101,1913-11-11 14:00:00,-31.5000,150.6833,QUIRINDI,NSW,0,63,0, LARGE NUMBERS OF FISH FELL FROM SKY,
102,1913-11-12 08:00:00,-31.5667,143.3667,MURPA (WILCANNIA),NSW,0,63,0," STORM 2 MILES WIDE, THE WCA STORM ON 12/1/1913 MAY BE THIS ONE !!",
103,1913-11-14 14:00:00,-33.6000,148.4000,GOOLAGONG,NSW,0,63,0," DAY NOT GIVEN, TORNADO NEAR TOWN, CONSIDERABLE DAMAGE",
104,1913-12-24 14:00:00,-29.5500,148.5833,COLLARENEBRI,NSW,0,63,0," UNROOFED HOUSES, TREES UPROOTED",
105,1914-03-27 14:00:00,-33.8167,151.0167,PARRAMATTA,NSW,0,63,0," LASTED 5 MINUTES, UPROOTED TREES, MUCH DAMAGE",
106,1914-04-02 14:00:00,-33.7667,150.9167,WENTWORTHVILLE,NSW,0,63,0," MANY HOMES DEMOLISHED, GREAT DAMAGE TO PROPERTY",
107,1914-06-17 14:00:00,-29.4667,153.2000,MACLEAN,NSW,0,63,0," CYCLONIC STORM, GALE AT MOORLAND - RALEIGH - WOOLGOOLGA ON 18/19",
108,1914-12-31 00:30:00,-30.1000,148.9667,BURREN JUNCTION,NSW,0,63,0," HAIL AS LARGE AS PIGEONS EGGS, WIND IN KNOTS (EST.), WHIRLWINDS SEEN",
109,1916-01-08 14:00:00,-32.5667,151.1667,SINGLETON,NSW,0,63,0, TORNADO,
110,1916-03-06 05:00:00,-28.9000,150.7667,YETMAN,NSW,0,63,0, TORNADO,
111,1918-02-20 03:45:00,-31.9000,152.4833,TAREE,NSW,0,63,0, TORNADO,
112,1918-10-29 14:00:00,-33.1000,148.8667,MOLONG,NSW,0,63,0, TORNADO,
113,1919-11-30 14:00:00,-35.6500,146.3000,DAYSDALE,NSW,0,63,0," TORNADO, TORRENTIAL RAIN & HAIL, SOME BUILDINGS UNROOFED, DAMAGE TO GARDENS & ORCHARDS",
114,1921-12-02 09:30:00,-30.7000,150.0500,BOGGABRI,NSW,0,63,0, TORNADO,
115,1923-08-30 08:00:00,-33.8834,151.2167,CONCORD,NSW,0,63,0, TORNADO,
116,1923-12-21 14:00:00,-32.5667,151.1667,SINGLETON,NSW,0,63,0, TORNADO,
117,1924-02-05 14:00:00,-31.8667,152.3667,WINGHAM,NSW,0,63,0, TORNADO,
118,1925-01-11 14:00:00,-34.6333,143.5667,BALRANALD,NSW,0,63,0," TORNADO,000'S POUNDS DAMAGE, BUILDINGS DEMOLISHED, 2 PEOPLE INJURED",
119,1926-05-24 14:00:00,-34.4667,148.2833,REDBRIDGE,NSW,0,63,0," BUILDINGS DEMOLISHED, GREAT DAMAGE TO FENCES/STOCK/CROPS",
120,1928-01-23 14:00:00,-32.9334,151.7667,NEWCASTLE,NSW,0,63,0," 3000 POUNDS DAMAGE, HOUSES UNROOFED, TREES MOWN DOWN LIKE GRASS",
121,1929-03-17 14:00:00,-28.8333,153.4333,ALSTONVILLE,NSW,0,63,0," DAMAGE PATH 100 YARDS WIDE, BUILDINGS DEMOLISHED, TREES UPROOTED",
122,1929-12-09 14:00:00,-30.1000,148.9667,BURREN JUNCTION,NSW,0,63,0," LASTED 30 SECONDS, BUILDINGS LEVELLED",
123,1930-03-17 14:00:00,-30.5167,141.8000,WYNDONGA,NSW,0,63,0," LASTED FEW SECONDS,TRACK 22 YARDS WIDE,BOATS HIGH & DRY 300 YARDS FROM MOORINGS,EXTENSIVE DAMAGE",
124,1930-07-10 14:00:00,-33.8834,151.2167,BANKSTOWN,NSW,0,63,0, TORNADO,
125,1930-12-16 14:00:00,-31.0833,150.9334,TAMWORTH,NSW,0,63,0," WIND > 60 mph (EST.), DAMAGE TRAIL 100 YARDS WIDE, MOVED W TO E",
126,1931-01-20 14:00:00,-30.5167,151.6667,ARMIDALE SOUTH,NSW,0,63,0," LIFTED ROOFS, DAMAGED HOUSES, STRIPPED GARDENS",
127,1931-10-06 14:00:00,-33.0000,149.5667,SALLY'S FLAT,NSW,0,63,0," UPROOTED TREES, DAMAGED BUILDINGS, BLOCKED ROADS",
128,1931-11-07 14:00:00,-34.5333,149.4000,GRABBEN GULLEN,NSW,0,63,0, PRACTICALLY DEMOLISHED TOWNSHIP,
129,1932-01-31 14:00:00,-32.2333,148.2500,NARROMINE,NSW,0,63,0, TORNADO,
130,1932-02-10 14:00:00,-31.7667,150.8167,MURRURUNDI,NSW,0,63,0, TORNADO,
131,1932-02-15 14:00:00,-34.0500,151.1500,CRONULLA,NSW,0,63,0, TORNADO,
132,1932-10-07 14:00:00,-30.7500,150.7167,MANILLA,NSW,0,63,0," 000'S POUNDS DAMAGE, WATER TANKS FLATTENED,ONE TOSSED HIGH INTO TREE, STOCK DEAD",
133,1933-01-09 14:00:00,-34.3167,148.3000,YOUNG,NSW,0,63,0, TORNADO,
134,1933-03-12 14:00:00,-29.1500,145.8000,BELALIE,NSW,0,63,0, TORNADO,
135,1934-11-13 14:00:00,-33.6667,147.8167,WIRRINYA,NSW,0,63,0, TORNADO,
136,1934-12-26 20:00:00,-28.9834,149.0000,MUNGINDI,NSW,0,63,0," TORNADO, HOUSES AND CROPS SEVERELY DAMAGED, PATH 1/2 MILE WIDE",
137,1934-12-29 14:00:00,-29.7667,151.1167,INVERELL,NSW,0,63,0," TORNADO, BLEW DOWN PUBLIC HALL, CATTLE SEVERLY INJURED BY HAIL, FOWL DEAD (TAKE AS >= 2 CM)",
138,1935-02-04 14:00:00,-32.8334,151.3500,CESSNOCK,NSW,0,63,0," A HOUSE WRECKED, FENCES LEVELLED, TREES UPROOTED",
139,1937-01-25 06:00:00,-33.8834,151.2167,CASTLE HILL,NSW,0,63,0," TORNADO, 4 DEAD",
140,1937-12-07 14:00:00,-33.8834,151.2167,MANLY,NSW,0,63,0, 1000 POUNDS DAMAGE,
141,1938-04-16 14:00:00,-34.8667,147.5833,JUNEE,NSW,0,63,0, TORNADO,
142,1938-10-25 14:00:00,-30.3000,153.1333,COFFS HARBOUR,NSW,0,63,0," TORNADO, DAMAGE TO HOUSES",
143,1938-11-22 14:00:00,-35.1167,147.3667,WAGGA WAGGA,NSW,0,63,0," TORNADO, BUILDING AND CROP DAMAGE",
144,1939-01-26 14:00:00,-34.8667,147.5833,JUNEE,NSW,0,63,0," TORNADO, LARGE PINE TREES SNAPPED OFF AT THE BUTT",
145,1939-03-19 14:00:00,-30.6667,146.4000,BYROCK,NSW,0,63,0," TORNADO, 000'S OF FISH FELL IN STREET",
146,1940-01-18 14:00:00,-28.6833,153.5167,BANGALOW/NEWRYBAR,NSW,0,63,0," TORNADO, SEVERAL HOUSES UNROOFED, LASTED 15 MINUTES",
147,1940-10-31 05:00:00,-33.8834,151.2167,SYDNEY METRO,NSW,0,63,0," TORNADO, WINDS TO 95 MPH, LASTED 10 MINUTES",
148,1940-11-13 14:00:00,-28.8667,153.5667,BALLINA,NSW,0,63,0," TORNADO, 1 HOUSE DEMOLISHED SEVERAL UNROOFED, BOATS DRIVEN ASHORE, 1.04"/30 MINS",
149,1940-12-06 14:00:00,-34.7500,146.5500,NARRANDERA,NSW,0,63,0," TORNADO, DAMAGED SEVERAL LIGHT PLANES",
150,1941-05-23 14:00:00,-33.8834,151.2167,ARNCLIFFE,NSW,0,63,0," LASTED 1 MINUTE, WRECKED PART OF SCHOOL, HOUSES UNROOFED",
151,1941-06-07 14:00:00,-33.2500,148.9834,BORENORE (NEAR ORANGE),NSW,0,63,0," NARROW AREA OF DESTRUCTION, BUILDINGS DEMOLISHED - UNROOFED",
152,1941-08-18 09:00:00,-33.8834,151.2167,FIVE DOCK,NSW,0,63,0," PATH OF DESTRUCTION THRU FIVE DOCK, HABERFIELD, ASHFIELD, UNROOFED A SCORE OF BLDNGS",
153,1942-10-05 14:00:00,-33.0833,151.5000,DORA CREEK,NSW,0,63,0, TORNADO,
154,1942-11-26 00:30:00,-36.9167,149.2500,BOMBALA,NSW,0,63,0," TREES AND SMALL BUILDINGS LIFTED, BUILDINGS UNROOFED",
155,1943-12-25 14:00:00,-32.8500,151.2833,MT VIEW,NSW,0,63,0, TORNADO,
156,1943-12-27 14:00:00,-32.8834,151.2500,MILLFIELD,NSW,0,63,0, TORNADO,
157,1944-01-15 14:00:00,-34.0667,150.8167,CAMPBELLTOWN,NSW,0,63,0, TORNADO,
158,1944-07-03 14:00:00,-33.2833,149.1000,ORANGE,NSW,0,63,0," TORNADO,MUCH DAMAGE",
159,1944-10-14 14:00:00,-31.5000,145.5000,COBAR,NSW,0,63,0, TORNADO,
160,1944-11-12 14:00:00,-32.8334,151.3500,CESSNOCK,NSW,0,63,0," TREES UPROOTED, BUILDINGS UNROOFED",
161,1944-11-29 07:00:00,-33.8834,151.2167,NAREMBURN,NSW,0,63,0," TORNADO, TILES TORN FROM ROOFS, BRICK WALLS CRACKED",
162,1944-12-05 14:00:00,-33.8834,151.2167,ASHFIELD,NSW,0,63,0, TORNADO,
163,1944-12-20 14:00:00,-33.8834,151.2167,WAVERLY,NSW,0,63,0," LASTED 5 MINUTES, DAMAGE TRAIL THRU SUBURBS, 1 SIDE OF ST BADLY DAMAGED, OTHER SIDE LIGHT DMGE",
164,1945-02-20 14:00:00,-33.2833,151.4333,WYONG,NSW,0,63,0, TORNADO,
165,1945-02-26 14:00:00,-31.5000,145.5000,COBAR,NSW,0,63,0, TORNADO,
166,1945-03-06 14:00:00,-29.6833,152.9334,GRAFTON,NSW,0,63,0," TORNADO, SEVERAL BLDNGS DAMAGED, CHURCH MOVED ON FOUNDATIONS, LASTED 1/2 HR, DAMAGE 1/4 MILE WIDE",
167,1945-04-07 14:00:00,-29.0667,153.3500,WOODBURN,NSW,0,63,0," TORNADO, EXTENSIVE STRUCTURAL DAMAGE",
168,1945-11-17 14:00:00,-33.9334,150.9334,LIVERPOOL,NSW,0,63,0," TORNADO, UNROOFED AND DAMAGED 00'S OF HOUSES, 1 HOME WRECKED",
169,1946-12-06 04:40:00,-33.8834,151.2167,DEE WHY,NSW,0,63,0," TORNADO, SEVERAL BUILDINGS WRECKED, UPROOTED TREES",
170,1947-01-13 14:00:00,-29.7667,151.1167,INVERELL,NSW,0,63,0," TORNADO, CARRIED 1000 FOWL INTO AIR, DEMOLISHED 4 SHEDS, STRIPPED WALLS OFF 4 OTHERS",
171,1948-08-19 14:00:00,-30.4500,152.9000,BELLIGEN,NSW,0,63,0, TORNADO,
172,1948-08-25 14:00:00,-33.8834,151.2167,CROYDON,NSW,0,63,0, TORNADO,
173,1949-01-10 06:00:00,-31.0833,150.9334,TAMWORTH,NSW,0,63,0," TORNADO, UNROOFED 5 HOMES, DEST. 2 PORTABLE CLASSROOMS, 00'S TREES SNAPPED OR UPROOTED",
174,1949-09-29 14:00:00,-32.9334,151.7667,NEWCASTLE,NSW,0,63,0," TORNADO, TIME ESTIMATED, LASTED FEW MINUTES, TORE HOOD FROM CAR, MOVED ANOTHER 3 FEET",
175,1949-11-26 14:00:00,-33.8834,151.2167,ABBOTSFORD,NSW,0,63,0," TORNADO, SMALL FISH CARRIED ABOUT 500 YDS, ROOF OF COTTAGE LIFTED OFF AND CARRIED 300 YDS",
176,1950-01-08 05:40:00,-31.0833,150.9334,TAMWORTH,NSW,0,63,0," TORNADO, 1 FATALITY",
177,1950-05-26 10:00:00,-34.1333,148.0833,THUDDUNGRA,NSW,0,63,0," TORNADO, LIFTED HALL OFF ITS BLOCKS AND DEST., 200 YDS WIDE",
178,1950-06-14 14:00:00,-33.8834,151.2167,SANS SOUCI,NSW,0,63,0," TORNADO, UNROOFED SHOP",
179,1951-07-18 14:00:00,-33.6000,150.7500,LA PEROUSE,NSW,0,63,0," TORNADO, DAMAGE 300YDS x 30YDS",
180,1951-11-13 14:00:00,-32.9334,151.7667,NEWCASTLE,NSW,0,63,0, TORNADO,
181,1951-12-06 14:00:00,-33.6167,150.7833,HAWKESBURY  (CLARENDON),NSW,0,63,0," TORNADO, TERRIFIC ROAR, BUILDING DAMAGE AT CLARENDON, TREES SNAPPED OFF",
182,1951-12-09 14:00:00,-33.8834,151.2167,WAVERLY,NSW,0,63,0," TORNADO, ROOF LIFTED OFF",
183,1951-12-16 01:30:00,-33.8834,151.2167,ASHBURY/LILYFIELD,NSW,0,63,0," TORNADO, UNROOFED 2 HOUSES, ROARING NOISE, LASTED FEW SECONDS",
184,1952-01-23 03:30:00,-34.3167,145.4333,CARRATHOOL,NSW,0,63,0, TORNADO,
185,1952-01-30 14:00:00,-28.8667,153.0500,CASINO,NSW,0,63,0," TORNADO, UNROOFED BUILDINGS, BLEW DOWN POWER LINES, CUT A SWATHE A BLOCK WIDE",
186,1952-02-09 14:00:00,-33.8834,151.2167,HURSTVILLE,NSW,0,63,0," TORNADO, TORE A 40' SQUARE ROOF OFF A 2 STOREY BLDNG, LASTED A FEW SECONDS",
187,1952-08-14 11:15:00,-33.8834,151.2167,BONDI JUNCTION,NSW,0,63,0," TORNADO, DAMAGED BUILDINGS, GARAGES COLLAPSED, WOMAN CARRIED 20 YDS ALONG STREET",
188,1953-01-10 14:00:00,-33.3000,151.2000,MANGROVE MOUNTAIN,NSW,0,63,0," TORNADO, TREES UPROOTED OR SNAPPED OFF, HAIL FELL IN PATH 1.5 MILES WIDE x 6-7 MILES LONG",
189,1953-11-04 14:00:00,-34.5333,150.3833,MOSS VALE,NSW,0,63,0," TORNADO, ROOF TORN OFF HOMESTEAD, 000'S POUNDS DAMAGE",
190,1953-11-05 05:00:00,-33.8334,148.6833,COWRA,NSW,0,63,0," TORNADO, 3 HOUSES WRECKED 100 OTHERS SERIOUSLY DAMAGED, 200 YDS WIDE, DEAFENING NOISE",
191,1953-11-09 14:00:00,-32.9334,151.7667,NEWCASTLE,NSW,0,63,0," TORNADO, 2 ROOFS TORN OFF, CAT CARRIED INTO AIR",
192,1954-02-27 14:00:00,-30.5167,151.6667,ARMIDALE,NSW,0,63,0, TORNADO,
193,1954-10-18 04:30:00,-33.8834,151.2167,ROSE BAY/BELMORE (1415),NSW,0,63,0," TORNADO, SHED ROOF CARRIED AWAY, FENCES DOWN, STEEL PLATFORMS LIFTED AND SMASHED, 21 HOUSES UNROOFED",
194,1954-11-13 14:00:00,-32.2500,148.6167,DUBBO,NSW,0,63,0," TORNADO, TIGER MOTH PLANE WRECKED, ROOFS CARRIED AWAY, 000'S POUNDS DAMAGE",
195,1954-11-19 14:00:00,-34.0333,151.1000,MIRANDA,NSW,0,63,0," TORNADO, ROOF RIPPED OFF HOUSE",
196,1955-02-01 03:30:00,-30.9834,151.5833,WALCHA AREA,NSW,0,63,0," DAMAGE PATH LENGTH 20 KM, WIDTH 20 M. LARGE TREES FLATTENED AND TWISTED OFF. NO STRUCTURES DAMAGED ALONG PATH.",
197,1955-11-22 14:00:00,-33.8167,151.0167,PARRAMATTA,NSW,0,63,0," TORNADO, ONE HOUSE WRECKED, BIG TREES UPROOTED, DAMAGE 4 MILES LONG x 1/4 MILE WIDE",
198,1955-12-06 08:50:00,-32.9334,151.7667,NEWCASTLE,NSW,0,63,0, TORNADO,
199,1956-02-20 00:30:00,-33.6000,150.7500,RICHMOND,NSW,0,63,0," TORNADO, ROARING NOISE",
200,1956-10-30 14:00:00,-33.8834,151.2167,LEICHARDT,NSW,0,63,0, TORNADO,
201,1956-12-12 14:00:00,-35.6000,146.2000,OAKLANDS,NSW,0,63,0, TORNADO,
202,1956-12-25 14:00:00,-33.8834,151.2167,PADSTOW,NSW,0,63,0," TORNADO, TORE IRON ROOFS OFF SEVERAL SHEDS, WASHING BLOWN OVER 1/4 MILE, LASTED FEW SECONDS",
203,1957-01-08 14:00:00,-30.4000,152.9500,VALERY,NSW,0,63,0, TORNADO,
204,1957-01-09 14:00:00,-33.6000,150.7500,GUILDFORD,NSW,0,63,0," TORNADO, TORE PART OF ROOF OFF HOUSE",
205,1957-01-10 03:30:00,-33.7500,150.7000,PENRITH,NSW,0,63,0," TORNADO, ROOF OF BANK COLLAPSED, COULD BE HEARD 1/2 MILE AWAY, LASTED 10 MINUTES",
206,1957-02-08 08:00:00,-33.8834,151.2167,EASTWOOD,NSW,0,63,0," TORNADO, HOUSES UNROOFED, WATER 4' DEEP ON SOME ROADS, 1" HAIL, 34MM/13 MINS (23MM/6 MINS), LASTED 20 MINS",
207,1957-03-13 07:00:00,-35.0500,144.1333,MOULAMEIN,NSW,0,63,0," 2 TORNADOES, HOUSE & WOOLSHED UNROOFED",
208,1957-07-08 23:30:00,-33.8834,151.2167,WARRIEWOOD,NSW,0,63,0," TORNADO, HOUSES UNROOFED, MOVED COMPLETE FIBRO HOUSES 15' OFF FOUNDATIONS, 1/4 MILE WIDE DAMAGE PATH",
209,1957-10-06 14:00:00,-33.8834,151.2167,SYDNEY,NSW,0,63,0," TORNADO LIFTS CAR OUT OF CAR PARK - DUMPS IN CREEK, HOUSE DAMAGE",
210,1957-10-27 14:00:00,-28.1667,153.5500,TWEED RIVER,NSW,0,63,0," TORNADO, 9"OF HAIL+2"RAIN/ <1HR",
211,1957-11-08 03:00:00,-34.0500,151.1500,CRONULLA,NSW,0,63,0," 250,000 POUNDS DAMAGE, 3 COTTAGES & HALL DESTROYED",
212,1957-11-19 14:00:00,-34.0500,150.7000,CAMDEN,NSW,0,63,0," TORNADO, ROOF LIFTED OFF SERVICE STATION",
213,1957-12-01 14:00:00,-33.4833,151.3333,WOY WOY,NSW,0,63,0, TORNADO,
214,1957-12-26 14:00:00,-33.8834,151.2167,CAMPSIE,NSW,0,63,0," TORNADO, 50 SHEETS IRON + 500 SLATES TORN OFF ROOF AND CARRIED 00'S YDS",
215,1958-01-12 14:00:00,-28.8667,153.0500,CASINO,NSW,0,63,0," TORNADO, 2000 HOUSES DAMAGED, ROOFS LIFTED OFF, HEN EGG SIZE HAIL, TREE DAMAGE",
216,1958-01-19 06:20:00,-33.8834,151.2167,SYDNEY,NSW,0,63,0," TORNADO, HOUSES UNROOFED, BRICK WALLS DOWN, 80 CRAFT ON HARBOUR OVERTURNED, 6mm/10 MINS AT CONCORD",
217,1958-03-04 14:00:00,-33.8834,151.2167,SYDNEY,NSW,0,63,0," TORNADO, LOCAL FLOODING",
218,1959-03-17 04:30:00,-31.9000,152.4167,KOLODONG (TAREE),NSW,0,63,0," 20 HOMES+SCHOOL WRECKED,TREES TWISTED TO SPLINTERS (IS THIS SAME AS 17/3/58 ??)",
219,1959-06-03 14:00:00,-34.3500,150.9000,BELLAMBI,NSW,0,63,0," TORNADO, UNROOFED TILES, DAMAGED A CAR, HURLED BOY FROM STEPS OF HOUSE, LASTED TWO MINUTES",
220,1959-07-20 14:00:00,-34.9000,150.7667,CROOKHAVEN,NSW,0,63,0," TIME EST., GIVEN AS EARLY MORNING, TREES 1' THICK SNAPPED IN A BELT 50 YDS WIDE, CARAVAN OVERTURNED",
221,1959-09-19 05:30:00,-33.3167,151.4167,TUGGERAH LAKES,NSW,0,252,3," SEV DMGD OR DEST. 400 HOMES, 6 MI LONG x 1/2 MI WIDE, WIND EST., 2 HRS BEF SUNSET,LIFTED WATER 100' INTO AIR",
222,1959-10-24 02:30:00,-33.8834,151.2167,BONDI BEACH,NSW,0,63,0," TORNADO, 50' WIDE, MOVED 500 YDS IN 4 MINS, LIFTED BEACH UMBRELLAS UP TO 100'",
223,1959-10-30 02:50:00,-33.8500,150.9334,SMITHFIELD,NSW,0,63,0," TORNADO, 200 YDS IN DIAMETER, LASTED 5 MINS, ONE HOME WRECKED 2 OTHERS UNROOFED, LARGE TREES SNAPPED/UPROOTED",
